title,time_str,time,url_link,location,county,state,magnitude,depth_km,depth_mi
M 0 9 8km NW of The Geysers CA,2022-04-13T17:54:13.640Z,2022-04-13 17:54:13.640000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717926,"{'type': 'Point', 'coordinates': (-122.8174973, 38.8326683)}",Geysers,CA,0.9,1.60,0.99
M 1 5 83 km SW of Nanwalek Alaska,2022-04-13T17:07:38.064Z,2022-04-13 17:07:38.064000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224qmi34v,"{'type': 'Point', 'coordinates': (-153.1378, 58.9364)}",Nanwalek,Alaska,1.5,53.60,33.31
M 0 9 41 km NNE of Indian Springs Nevada,2022-04-13T20:47:31.069Z,2022-04-13 20:47:31.069000,https://earthquake.usgs.gov/earthquakes/eventpage/nn00837134,"{'type': 'Point', 'coordinates': (-115.5731, 36.9318)}",Springs,Nevada,0.9,0.00,0.00
M 2 0 8 km ENE of Pāhala Hawaii,2022-04-13T17:00:02.960Z,2022-04-13 17:00:02.960000,https://earthquake.usgs.gov/earthquakes/eventpage/hv72982777,"{'type': 'Point', 'coordinates': (-155.404830932617, 19.2393341064453)}",Pāhala,Hawaii,2.0,31.19,19.38
M 1 4 45 km NE of Whittier Alaska,2022-04-13T16:57:29.102Z,2022-04-13 16:57:29.102000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224qm6nmb,"{'type': 'Point', 'coordinates': (-148.1317, 61.0771)}",Whittier,Alaska,1.4,0.00,0.00
M 1 6 3km NNW of Pinnacles CA,2022-04-14T00:45:15.346Z,2022-04-14 00:45:15.346000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717921,"{'type': 'Point', 'coordinates': (-121.1516667, 36.554)}",Pinnacles,CA,1.6,8.45,5.25
M 1 3 Quarry Blast Western Montana,2022-04-13T21:57:41.100Z,2022-04-13 21:57:41.100000,https://earthquake.usgs.gov/earthquakes/eventpage/mb80542939,"{'type': 'Point', 'coordinates': (-111.6426667, 46.2993333)}",Western,Montana,1.3,-2.00,-1.24
M 1 8 8 km NE of Pāhala Hawaii,2022-04-13T16:42:35.100Z,2022-04-13 16:42:35.100000,https://earthquake.usgs.gov/earthquakes/eventpage/hv72982757,"{'type': 'Point', 'coordinates': (-155.40983581543, 19.2471675872803)}",Pāhala,Hawaii,1.8,32.83,20.40
M 1 7 47 km SW of Skwentna Alaska,2022-04-13T16:54:58.000Z,2022-04-13 16:54:58,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224qm42gb,"{'type': 'Point', 'coordinates': (-151.9926, 61.6738)}",Skwentna,Alaska,1.7,97.30,60.46
M 0 9 6km WNW of Cobb CA,2022-04-13T17:21:13.431Z,2022-04-13 17:21:13.431000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717916,"{'type': 'Point', 'coordinates': (-122.7914963, 38.8364983)}",Cobb,CA,0.9,1.52,0.94
M 0 9 8km NNE of Nuevo CA,2022-04-13T17:11:31.185Z,2022-04-13 17:11:31.185000,https://earthquake.usgs.gov/earthquakes/eventpage/ci39991479,"{'type': 'Point', 'coordinates': (-117.1058333, 33.8695)}",Nuevo,CA,0.9,14.94,9.28
M 2 2 20 km WNW of Stanley Idaho,2022-04-14T23:05:16.930Z,2022-04-14 23:05:16.930000,https://earthquake.usgs.gov/earthquakes/eventpage/mb80542934,"{'type': 'Point', 'coordinates': (-115.1735, 44.2941667)}",Stanley,Idaho,2.2,9.21,5.72
M 4 5 146 km NE of Iquique Chile,2022-04-14T00:27:51.358Z,2022-04-14 00:27:51.358000,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h1r8,"{'type': 'Point', 'coordinates': (-69.021, -19.437)}",Iquique,Chile,4.5,127.15,79.01
M 0 8 8 km NW of Harding Birch Lakes Alaska,2022-04-13T16:20:25.979Z,2022-04-13 16:20:25.979000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224qlxeq2,"{'type': 'Point', 'coordinates': (-146.7427, 64.4157)}",Lakes,Alaska,0.8,16.50,10.25
M 1 9 4 km WSW of Fuig Puerto Rico,2022-04-13T16:45:51.090Z,2022-04-13 16:45:51.090000,https://earthquake.usgs.gov/earthquakes/eventpage/pr71344478,"{'type': 'Point', 'coordinates': (-66.9585, 17.9705)}",Puerto,Rico,1.9,11.74,7.29
M 0 3 8 km NNE of West Yellowstone Montana,2022-04-13T16:16:05.960Z,2022-04-13 16:16:05.960000,https://earthquake.usgs.gov/earthquakes/eventpage/uu60491317,"{'type': 'Point', 'coordinates': (-111.0828333, 44.7338333)}",Yellowstone,Montana,0.3,12.89,8.01
M 0 6 7km NW of The Geysers CA,2022-04-13T16:37:13.155Z,2022-04-13 16:37:13.155000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717906,"{'type': 'Point', 'coordinates': (-122.8183365, 38.8161659)}",Geysers,CA,0.6,2.78,1.73
M 1 3 14 km N of Meadow Lakes Alaska,2022-04-13T16:01:37.824Z,2022-04-13 16:01:37.824000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224qlmzjo,"{'type': 'Point', 'coordinates': (-149.6064, 61.7548)}",Lakes,Alaska,1.3,28.40,17.65
M 0 9 8km NW of The Geysers CA,2022-04-13T16:05:15.945Z,2022-04-13 16:05:15.945000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717896,"{'type': 'Point', 'coordinates': (-122.8146667, 38.8288345)}",Geysers,CA,0.9,1.94,1.21
M 1 2 2km NE of Santa Rosa CA,2022-04-13T18:16:12.922Z,2022-04-13 18:16:12.922000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717891,"{'type': 'Point', 'coordinates': (-122.6906667, 38.464)}",Rosa,CA,1.2,8.60,5.34
M 1 7 5km SW of Imperial CA,2022-04-13T17:02:45.445Z,2022-04-13 17:02:45.445000,https://earthquake.usgs.gov/earthquakes/eventpage/ci39991407,"{'type': 'Point', 'coordinates': (-115.6086667, 32.8228333)}",Imperial,CA,1.7,10.35,6.43
M 2 0 47 km SSE of Nelchina Alaska,2022-04-13T15:27:06.973Z,2022-04-13 15:27:06.973000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224qle5pl,"{'type': 'Point', 'coordinates': (-146.4098, 61.6005)}",Nelchina,Alaska,2.0,11.20,6.96
M 1 1 7km SSE of Idyllwild CA,2022-04-13T16:54:48.450Z,2022-04-13 16:54:48.450000,https://earthquake.usgs.gov/earthquakes/eventpage/ci39991399,"{'type': 'Point', 'coordinates': (-116.687, 33.6821667)}",Idyllwild,CA,1.1,16.30,10.13
M 1 2 9km WNW of Twentynine Palms CA,2022-04-13T17:32:12.634Z,2022-04-13 17:32:12.634000,https://earthquake.usgs.gov/earthquakes/eventpage/ci37412292,"{'type': 'Point', 'coordinates': (-116.1586667, 34.174)}",Palms,CA,1.2,10.01,6.22
M 1 3 11km NNE of Ocotillo Wells CA,2022-04-13T17:17:50.110Z,2022-04-13 17:17:50.110000,https://earthquake.usgs.gov/earthquakes/eventpage/ci39991391,"{'type': 'Point', 'coordinates': (-116.0978333, 33.237)}",Wells,CA,1.3,5.23,3.25
M 1 8 9 km NE of Pāhala Hawaii,2022-04-13T15:13:48.780Z,2022-04-13 15:13:48.780000,https://earthquake.usgs.gov/earthquakes/eventpage/hv72982692,"{'type': 'Point', 'coordinates': (-155.40283203125, 19.2518329620361)}",Pāhala,Hawaii,1.8,33.21,20.64
M 2 0 11km SSW of Searles Valley CA,2022-04-13T17:06:50.040Z,2022-04-13 17:06:50.040000,https://earthquake.usgs.gov/earthquakes/eventpage/ci39991383,"{'type': 'Point', 'coordinates': (-117.464, 35.6775)}",Valley,CA,2.0,4.73,2.94
M 1 2 41 km W of Cantwell Alaska,2022-04-13T14:54:23.673Z,2022-04-13 14:54:23.673000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224qkzbng,"{'type': 'Point', 'coordinates': (-149.7764, 63.3772)}",Cantwell,Alaska,1.2,15.50,9.63
M 0 6 8 km N of West Yellowstone Montana,2022-04-13T16:04:15.540Z,2022-04-13 16:04:15.540000,https://earthquake.usgs.gov/earthquakes/eventpage/uu60491312,"{'type': 'Point', 'coordinates': (-111.0881667, 44.7365)}",Yellowstone,Montana,0.6,10.11,6.28
M 0 4 8km NW of The Geysers CA,2022-04-13T17:13:12.386Z,2022-04-13 17:13:12.386000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717881,"{'type': 'Point', 'coordinates': (-122.8153305, 38.8300018)}",Geysers,CA,0.4,1.69,1.05
M 4 5 78 km SSE of Sand Point Alaska,2022-04-14T14:29:05.931Z,2022-04-14 14:29:05.931000,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h1qn,"{'type': 'Point', 'coordinates': (-159.8675, 54.7358)}",Point,Alaska,4.5,31.36,19.49
M 0 9 10km E of Cloverdale CA,2022-04-13T17:32:14.500Z,2022-04-13 17:32:14.500000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717876,"{'type': 'Point', 'coordinates': (-122.9046667, 38.79)}",Cloverdale,CA,0.9,5.45,3.39
M 0 8 51 km ESE of Beatty Nevada,2022-04-13T16:52:47.010Z,2022-04-13 16:52:47.010000,https://earthquake.usgs.gov/earthquakes/eventpage/nn00837109,"{'type': 'Point', 'coordinates': (-116.2712, 36.656)}",Beatty,Nevada,0.8,7.30,4.54
M 1 5 0km SSE of Hollywood CA,2022-04-13T15:26:45.847Z,2022-04-13 15:26:45.847000,https://earthquake.usgs.gov/earthquakes/eventpage/ci39991359,"{'type': 'Point', 'coordinates': (-118.3241667, 34.0948333)}",Hollywood,CA,1.5,7.30,4.54
M 2 4 26 km ENE of Pedro Bay Alaska,2022-04-13T14:23:32.393Z,2022-04-13 14:23:32.393000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224qks8ss,"{'type': 'Point', 'coordinates': (-153.6984, 59.9064)}",Bay,Alaska,2.4,195.60,121.54
M 0 6 13km NW of The Geysers CA,2022-04-13T16:21:55.060Z,2022-04-13 16:21:55.060000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717871,"{'type': 'Point', 'coordinates': (-122.8778305, 38.8408318)}",Geysers,CA,0.6,2.48,1.54
M 1 7 21km N of Ridgecrest CA,2022-04-13T14:57:12.940Z,2022-04-13 14:57:12.940000,https://earthquake.usgs.gov/earthquakes/eventpage/ci39991327,"{'type': 'Point', 'coordinates': (-117.6355, 35.8073333)}",Ridgecrest,CA,1.7,8.59,5.34
M 1 0 7km NW of The Geysers CA,2022-04-13T15:03:13.550Z,2022-04-13 15:03:13.550000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717856,"{'type': 'Point', 'coordinates': (-122.8085022, 38.8233337)}",Geysers,CA,1.0,2.53,1.57
M 1 5 15 km ESE of Minto Alaska,2022-04-13T13:46:50.952Z,2022-04-13 13:46:50.952000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224qkbtt6,"{'type': 'Point', 'coordinates': (-149.033, 65.1079)}",Minto,Alaska,1.5,11.50,7.15
M 0 5 15km NNW of Aguanga CA,2022-04-13T14:55:55.723Z,2022-04-13 14:55:55.723000,https://earthquake.usgs.gov/earthquakes/eventpage/ci39991319,"{'type': 'Point', 'coordinates': (-116.9006667, 33.5721667)}",Aguanga,CA,0.5,8.66,5.38
M 1 5 3 km SW of Palmarejo Puerto Rico,2022-04-13T14:06:12.180Z,2022-04-13 14:06:12.180000,https://earthquake.usgs.gov/earthquakes/eventpage/pr71344468,"{'type': 'Point', 'coordinates': (-67.1015, 18.013)}",Puerto,Rico,1.5,5.52,3.43
M 1 3 32 km NE of Manley Hot Springs Alaska,2022-04-13T13:26:51.816Z,2022-04-13 13:26:51.816000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224qk6q0y,"{'type': 'Point', 'coordinates': (-150.0986, 65.1916)}",Springs,Alaska,1.3,14.90,9.26
M 1 2 10km SSW of Ridgemark CA,2022-04-13T19:16:13.188Z,2022-04-13 19:16:13.188000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717846,"{'type': 'Point', 'coordinates': (-121.4086667, 36.727)}",Ridgemark,CA,1.2,5.92,3.68
M 1 6 27 km W of Central Alaska,2022-04-13T13:21:56.805Z,2022-04-13 13:21:56.805000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224qk5bpc,"{'type': 'Point', 'coordinates': (-145.3965, 65.6156)}",Central,Alaska,1.6,8.70,5.41
M 2 0 3km NNW of Palomar Observatory CA,2022-04-13T16:54:39.580Z,2022-04-13 16:54:39.580000,https://earthquake.usgs.gov/earthquakes/eventpage/ci39991303,"{'type': 'Point', 'coordinates': (-116.8796667, 33.3768333)}",Observatory,CA,2.0,5.02,3.12
M 4 5 Ryukyu Islands Japan,2022-04-13T14:07:56.928Z,2022-04-13 14:07:56.928000,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h1q8,"{'type': 'Point', 'coordinates': (126.2691, 26.8034)}",Islands,Japan,4.5,10.00,6.21
M 4 2 298 km WSW of Tual Indonesia,2022-04-13T12:53:36.040Z,2022-04-13 12:53:36.040000,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h1q7,"{'type': 'Point', 'coordinates': (130.145, -6.3246)}",Tual,Indonesia,4.2,156.58,97.29
M 0 1 5 km WSW of Unalaska Alaska,2022-04-14T00:23:48.950Z,2022-04-14 00:23:48.950000,https://earthquake.usgs.gov/earthquakes/eventpage/av91054653,"{'type': 'Point', 'coordinates': (-166.615833333333, 53.861)}",Unalaska,Alaska,0.1,8.18,5.08
M 0 9 10km WSW of Toms Place CA,2022-04-13T17:10:13.366Z,2022-04-13 17:10:13.366000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717831,"{'type': 'Point', 'coordinates': (-118.7835, 37.5276667)}",Place,CA,0.9,5.48,3.41
M 0 3 13km ENE of Cloverdale CA,2022-04-13T13:05:16.823Z,2022-04-13 13:05:16.823000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717826,"{'type': 'Point', 'coordinates': (-122.87883, 38.8423347)}",Cloverdale,CA,0.3,2.65,1.65
M 0 6 4km SW of Idyllwild CA,2022-04-13T14:46:57.450Z,2022-04-13 14:46:57.450000,https://earthquake.usgs.gov/earthquakes/eventpage/ci37412284,"{'type': 'Point', 'coordinates': (-116.7536667, 33.7131667)}",Idyllwild,CA,0.6,17.06,10.60
M 0 3 15 km SE of West Yellowstone Montana,2022-04-13T16:00:06.720Z,2022-04-13 16:00:06.720000,https://earthquake.usgs.gov/earthquakes/eventpage/uu60491307,"{'type': 'Point', 'coordinates': (-110.9568333, 44.5651667)}",Yellowstone,Montana,0.3,11.26,7.00
M 1 2 13km ENE of Cloverdale CA,2022-04-13T18:47:18.007Z,2022-04-13 18:47:18.007000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717821,"{'type': 'Point', 'coordinates': (-122.8781667, 38.8425)}",Cloverdale,CA,1.2,2.77,1.72
M 0 1 24 km WNW of Indian Springs Nevada,2022-04-13T20:16:35.440Z,2022-04-13 20:16:35.440000,https://earthquake.usgs.gov/earthquakes/eventpage/nn00837130,"{'type': 'Point', 'coordinates': (-115.9333, 36.6329)}",Springs,Nevada,0.1,3.30,2.05
M 0 9 61 km ENE of Pedro Bay Alaska,2022-04-14T00:19:11.100Z,2022-04-14 00:19:11.100000,https://earthquake.usgs.gov/earthquakes/eventpage/av91537046,"{'type': 'Point', 'coordinates': (-153.103666666667, 60.0166666666667)}",Bay,Alaska,0.9,2.32,1.44
M 0 3 149 km W of Adak Alaska,2022-04-13T23:28:56.480Z,2022-04-13 23:28:56.480000,https://earthquake.usgs.gov/earthquakes/eventpage/av91537036,"{'type': 'Point', 'coordinates': (-178.802166666667, 51.803)}",Adak,Alaska,0.3,4.13,2.57
M 1 0 19 km SSW of Trapper Creek Alaska,2022-04-13T11:53:27.683Z,2022-04-13 11:53:27.683000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224qj7j9n,"{'type': 'Point', 'coordinates': (-150.4328, 62.1708)}",Creek,Alaska,1.0,17.30,10.75
M 0 3 8 km N of West Yellowstone Montana,2022-04-13T15:57:30.270Z,2022-04-13 15:57:30.270000,https://earthquake.usgs.gov/earthquakes/eventpage/uu60491302,"{'type': 'Point', 'coordinates': (-111.091, 44.734)}",Yellowstone,Montana,0.3,12.31,7.65
M 0 5 13 km WNW of Akutan Alaska,2022-04-13T23:41:27.710Z,2022-04-13 23:41:27.710000,https://earthquake.usgs.gov/earthquakes/eventpage/av91054643,"{'type': 'Point', 'coordinates': (-165.979666666667, 54.1715)}",Akutan,Alaska,0.5,4.03,2.50
M 1 0 32 km S of False Pass Alaska,2022-04-13T23:47:21.040Z,2022-04-13 23:47:21.040000,https://earthquake.usgs.gov/earthquakes/eventpage/av91054648,"{'type': 'Point', 'coordinates': (-163.314666666667, 54.5703333333333)}",Pass,Alaska,1.0,11.81,7.34
M 1 8 3 km SSW of Pāhala Hawaii,2022-04-13T11:27:00.430Z,2022-04-13 11:27:00.430000,https://earthquake.usgs.gov/earthquakes/eventpage/hv72982567,"{'type': 'Point', 'coordinates': (-155.492004394531, 19.1704998016357)}",Pāhala,Hawaii,1.8,34.34,21.34
M 1 9 5km SW of Imperial CA,2022-04-13T16:36:29.360Z,2022-04-13 16:36:29.360000,https://earthquake.usgs.gov/earthquakes/eventpage/ci39991279,"{'type': 'Point', 'coordinates': (-115.604, 32.818)}",Imperial,CA,1.9,7.67,4.77
M 1 4 66 km N of Petersville Alaska,2022-04-13T21:11:40.074Z,2022-04-13 21:11:40.074000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224qizqwz,"{'type': 'Point', 'coordinates': (-150.6212, 63.0908)}",Petersville,Alaska,1.4,114.70,71.27
M 0 9 22km E of Little Lake CA,2022-04-13T16:24:27.217Z,2022-04-13 16:24:27.217000,https://earthquake.usgs.gov/earthquakes/eventpage/ci39991271,"{'type': 'Point', 'coordinates': (-117.6646667, 35.8983333)}",Lake,CA,0.9,10.43,6.48
M 5 4 southeast of Easter Island,2022-04-14T19:34:56.040Z,2022-04-14 19:34:56.040000,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h1px,"{'type': 'Point', 'coordinates': (-102.1187, -35.8264)}",Easter,Island,5.4,10.00,6.21
M 2 1 10 km S of Guánica Puerto Rico,2022-04-13T11:56:01.810Z,2022-04-13 11:56:01.810000,https://earthquake.usgs.gov/earthquakes/eventpage/pr71344463,"{'type': 'Point', 'coordinates': (-66.9256666666667, 17.8823333333333)}",Puerto,Rico,2.1,11.48,7.13
M 0 9 33 km S of False Pass Alaska,2022-04-13T22:56:38.140Z,2022-04-13 22:56:38.140000,https://earthquake.usgs.gov/earthquakes/eventpage/av91054633,"{'type': 'Point', 'coordinates': (-163.323833333333, 54.5581666666667)}",Pass,Alaska,0.9,10.37,6.44
M 4 4 south of the Fiji Islands,2022-04-13T10:48:09.040Z,2022-04-13 10:48:09.040000,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h1pr,"{'type': 'Point', 'coordinates': (-179.4831, -22.4972)}",Fiji,Islands,4.4,575.44,357.56
M 1 2 7km NW of The Geysers CA,2022-04-13T18:21:13.826Z,2022-04-13 18:21:13.826000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717816,"{'type': 'Point', 'coordinates': (-122.809, 38.8213333)}",Geysers,CA,1.2,2.78,1.73
M 1 0 11 km NE of Susitna North Alaska,2022-04-13T10:29:47.803Z,2022-04-13 10:29:47.803000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224qig47i,"{'type': 'Point', 'coordinates': (-149.701, 62.2316)}",North,Alaska,1.0,18.30,11.37
M 1 5 44 km SSW of Skwentna Alaska,2022-04-13T10:20:41.057Z,2022-04-13 10:20:41.057000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224qieto6,"{'type': 'Point', 'coordinates': (-151.6098, 61.6023)}",Skwentna,Alaska,1.5,79.30,49.27
M 3 6 24 km N of Dorado Puerto Rico,2022-04-13T11:29:19.329Z,2022-04-13 11:29:19.329000,https://earthquake.usgs.gov/earthquakes/eventpage/pr2022103000,"{'type': 'Point', 'coordinates': (-66.224, 18.6718)}",Puerto,Rico,3.6,100.00,62.14
M 2 2 2 km SW of Indios Puerto Rico,2022-04-13T12:29:09.220Z,2022-04-13 12:29:09.220000,https://earthquake.usgs.gov/earthquakes/eventpage/pr71344438,"{'type': 'Point', 'coordinates': (-66.8378333333333, 17.9771666666667)}",Puerto,Rico,2.2,16.02,9.95
M 1 0 14 km ESE of Minto Alaska,2022-04-13T10:27:37.664Z,2022-04-13 10:27:37.664000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224qibydj,"{'type': 'Point', 'coordinates': (-149.0667, 65.0958)}",Minto,Alaska,1.0,7.90,4.91
M 1 9 58 km S of Whites City New Mexico,2022-04-13T20:07:13.383Z,2022-04-13 20:07:13.383000,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022hfdf,"{'type': 'Point', 'coordinates': (-104.3828162, 31.64704792)}",New,Mexico,1.9,8.47,5.26
M 1 7 34 km W of Cantwell Alaska,2022-04-13T10:03:55.978Z,2022-04-13 10:03:55.978000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224qibdzl,"{'type': 'Point', 'coordinates': (-149.6441, 63.3699)}",Cantwell,Alaska,1.7,83.00,51.57
M 1 3 60 km WNW of Happy Valley Alaska,2022-04-13T09:44:15.569Z,2022-04-13 09:44:15.569000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224qhyp8n,"{'type': 'Point', 'coordinates': (-152.7702, 60.0978)}",Valley,Alaska,1.3,98.60,61.27
M 1 0 9 km ESE of Canadian Oklahoma,2022-04-14T13:26:12.566Z,2022-04-14 13:26:12.566000,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022hfch,"{'type': 'Point', 'coordinates': (-95.559, 35.155)}",Canadian,Oklahoma,1.0,2.20,1.37
M 1 8 4km SW of Imperial CA,2022-04-13T16:21:21.500Z,2022-04-13 16:21:21.500000,https://earthquake.usgs.gov/earthquakes/eventpage/ci39991247,"{'type': 'Point', 'coordinates': (-115.604, 32.8208333)}",Imperial,CA,1.8,11.29,7.02
M 0 9 6km NW of The Geysers CA,2022-04-13T11:49:13.355Z,2022-04-13 11:49:13.355000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717811,"{'type': 'Point', 'coordinates': (-122.8044968, 38.8223343)}",Geysers,CA,0.9,2.73,1.70
M 1 2 6km NW of The Geysers CA,2022-04-13T17:54:13.806Z,2022-04-13 17:54:13.806000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717806,"{'type': 'Point', 'coordinates': (-122.8036667, 38.8223333)}",Geysers,CA,1.2,3.05,1.90
M 1 3 32 km WSW of Manley Hot Springs Alaska,2022-04-13T09:27:15.252Z,2022-04-13 09:27:15.252000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224qhsc41,"{'type': 'Point', 'coordinates': (-151.3046, 64.946)}",Springs,Alaska,1.3,0.00,0.00
M 4 4 34 km NE of Barcelona Philippines,2022-04-13T10:51:11.040Z,2022-04-13 10:51:11.040000,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h1pe,"{'type': 'Point', 'coordinates': (126.6448, 8.3866)}",Barcelona,Philippines,4.4,63.12,39.22
M 2 4 112 km NW of Alatna Alaska,2022-04-13T09:22:09.176Z,2022-04-13 09:22:09.176000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224qhrnqh,"{'type': 'Point', 'coordinates': (-154.219, 67.374)}",Alatna,Alaska,2.4,0.00,0.00
M 1 0 5km SSW of Redlands CA,2022-04-13T14:05:03.321Z,2022-04-13 14:05:03.321000,https://earthquake.usgs.gov/earthquakes/eventpage/ci39991239,"{'type': 'Point', 'coordinates': (-117.1926667, 34.0153333)}",Redlands,CA,1.0,16.25,10.10
M 0 2 2 km NE of Dutch Harbor Alaska,2022-04-13T22:51:42.180Z,2022-04-13 22:51:42.180000,https://earthquake.usgs.gov/earthquakes/eventpage/av91054628,"{'type': 'Point', 'coordinates': (-166.520333333333, 53.9061666666667)}",Harbor,Alaska,0.2,7.27,4.52
M 1 0 7km WNW of Cobb CA,2022-04-13T09:37:13.461Z,2022-04-13 09:37:13.461000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717801,"{'type': 'Point', 'coordinates': (-122.7978363, 38.8339996)}",Cobb,CA,1.0,2.16,1.34
M 1 1 17 km NE of Yerington Nevada,2022-04-13T16:37:09.743Z,2022-04-13 16:37:09.743000,https://earthquake.usgs.gov/earthquakes/eventpage/nn00837108,"{'type': 'Point', 'coordinates': (-119.0063, 39.0905)}",Yerington,Nevada,1.1,10.70,6.65
M 1 0 48 km WNW of Nanwalek Alaska,2022-04-13T08:47:08.191Z,2022-04-13 08:47:08.191000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224qhd2kw,"{'type': 'Point', 'coordinates': (-152.655, 59.5782)}",Nanwalek,Alaska,1.0,82.90,51.51
M 1 9 14 km SSW of Tanana Alaska,2022-04-13T08:46:53.319Z,2022-04-13 08:46:53.319000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224qhbrz7,"{'type': 'Point', 'coordinates': (-152.2474, 65.0632)}",Tanana,Alaska,1.9,0.00,0.00
M 2 0 21 km E of Castle Rock Washington,2022-04-13T19:40:02.790Z,2022-04-13 19:40:02.790000,https://earthquake.usgs.gov/earthquakes/eventpage/uw61822352,"{'type': 'Point', 'coordinates': (-122.63083333333333, 46.24033333333333)}",Rock,Washington,2.0,16.49,10.25
M 1 7 26 km E of Bishop California,2022-04-13T17:39:13.661Z,2022-04-13 17:39:13.661000,https://earthquake.usgs.gov/earthquakes/eventpage/nn00837107,"{'type': 'Point', 'coordinates': (-118.0936, 37.3591)}",Bishop,California,1.7,8.60,5.34
M 1 2 8km W of Cobb CA,2022-04-13T10:58:13.025Z,2022-04-13 10:58:13.025000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717796,"{'type': 'Point', 'coordinates': (-122.8151703, 38.8353348)}",Cobb,CA,1.2,0.29,0.18
M 2 1 27 km E of Honaunau Napoopoo Hawaii,2022-04-13T22:16:31.340Z,2022-04-13 22:16:31.340000,https://earthquake.usgs.gov/earthquakes/eventpage/hv72982442,"{'type': 'Point', 'coordinates': (-155.6045, 19.4616666666667)}",Napoopoo,Hawaii,2.1,-1.64,-1.02
M 0 9 11km NE of Coso Junction CA,2022-04-13T16:12:10.840Z,2022-04-13 16:12:10.840000,https://earthquake.usgs.gov/earthquakes/eventpage/ci39991223,"{'type': 'Point', 'coordinates': (-117.851, 36.104)}",Junction,CA,0.9,3.38,2.10
M 0 9 12km E of Thousand Palms CA,2022-04-13T15:59:17.879Z,2022-04-13 15:59:17.879000,https://earthquake.usgs.gov/earthquakes/eventpage/ci39991231,"{'type': 'Point', 'coordinates': (-116.263, 33.8216667)}",Palms,CA,0.9,-0.87,-0.54
M 0 9 7km WNW of Cobb CA,2022-04-13T09:04:13.265Z,2022-04-13 09:04:13.265000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717781,"{'type': 'Point', 'coordinates': (-122.8066635, 38.8363342)}",Cobb,CA,0.9,1.87,1.16
M 0 4 2km NE of The Geysers CA,2022-04-13T08:53:16.192Z,2022-04-13 08:53:16.192000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717776,"{'type': 'Point', 'coordinates': (-122.7411652, 38.7868347)}",Geysers,CA,0.4,1.64,1.02
M 2 2 47 km N of Valdez Alaska,2022-04-13T08:26:17.601Z,2022-04-13 08:26:17.601000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224qh78cl,"{'type': 'Point', 'coordinates': (-146.3422, 61.5558)}",Valdez,Alaska,2.2,18.00,11.18
